City,Severity_Level,Accident_Count,Severity_Ratio_Percent
HOLLYWOOD,1,28,0.7
HOLLYWOOD,2,3338,83.89
HOLLYWOOD,3,388,9.75
HOLLYWOOD,4,225,5.65
HOLMAN,2,2,100.0
HOLMDEL,1,1,0.48
HOLMDEL,2,188,90.38
HOLMDEL,3,15,7.21
HOLMDEL,4,4,1.92
HOLMEN,4,1,100.0
HOLMES,2,75,90.36
HOLMES,3,1,1.2
HOLMES,4,7,8.43
HOLMES BEACH,2,4,100.0
HOLMESVILLE,4,2,100.0
HOLSTEIN,2,2,33.33
HOLSTEIN,4,4,66.67
HOLT,2,238,88.81
HOLT,3,6,2.24
HOLT,4,24,8.96
HOLTON,2,3,16.67
HOLTON,3,6,33.33
HOLTON,4,9,50.0
HOLTS SUMMIT,2,2,100.0
HOLTSVILLE,2,65,71.43
HOLTSVILLE,3,20,21.98
HOLTSVILLE,4,6,6.59
HOLTVILLE,2,1,100.0
HOLTWOOD,2,21,87.5
HOLTWOOD,3,1,4.17
HOLTWOOD,4,2,8.33
HOLYOKE,2,34,75.56
HOLYOKE,3,2,4.44
HOLYOKE,4,9,20.0
HOME,4,5,100.0
HOMEDALE,2,1,100.0
HOMELAND,2,303,99.67
HOMELAND,3,1,0.33
HOMER,2,34,70.83
HOMER,3,3,6.25
HOMER,4,11,22.92
HOMER CITY,2,10,71.43
HOMER CITY,4,4,28.57
HOMER GLEN,2,16,55.17
HOMER GLEN,3,11,37.93
HOMER GLEN,4,2,6.9
HOMERVILLE,1,1,6.25
HOMERVILLE,2,4,25.0
HOMERVILLE,3,4,25.0
HOMERVILLE,4,7,43.75
HOMESTEAD,2,4079,97.61
HOMESTEAD,3,23,0.55
HOMESTEAD,4,77,1.84
HOMETOWN,2,1,50.0
HOMETOWN,4,1,50.0
HOMEWOOD,2,36,65.45
HOMEWOOD,3,15,27.27
HOMEWOOD,4,4,7.27
HOMOSASSA,2,138,97.18
HOMOSASSA,4,4,2.82
HONAKER,2,1,50.0
HONAKER,4,1,50.0
HONDO,2,1,50.0
HONDO,4,1,50.0
HONEA PATH,2,124,97.64
HONEA PATH,4,3,2.36
HONEOYE FALLS,2,60,88.24
HONEOYE FALLS,3,6,8.82
HONEOYE FALLS,4,2,2.94
HONESDALE,2,1,100.0
HONEY BROOK,2,78,87.64
HONEY BROOK,3,2,2.25
HONEY BROOK,4,9,10.11
HONEY CREEK,2,1,100.0
HONEY GROVE,2,14,100.0
HONEYVILLE,2,64,95.52
HONEYVILLE,4,3,4.48
HONOR,4,4,100.0
HOOD RIVER,2,591,96.1
HOOD RIVER,3,7,1.14
HOOD RIVER,4,17,2.76
HOODSPORT,2,33,86.84
HOODSPORT,3,3,7.89
HOODSPORT,4,2,5.26
HOOKSETT,2,166,96.51
HOOKSETT,4,6,3.49
HOOPA,2,164,98.8
HOOPA,4,2,1.2
HOOPER,2,25,96.15
HOOPER,4,1,3.85
HOOSICK FALLS,1,3,2.78
HOOSICK FALLS,2,81,75.0
HOOSICK FALLS,3,3,2.78
HOOSICK FALLS,4,21,19.44
HOOVER,2,35,100.0
HOOVERSVILLE,2,30,100.0
HOP BOTTOM,2,4,100.0
HOPE,2,59,84.29
HOPE,3,2,2.86
HOPE,4,9,12.86
HOPE HULL,2,75,97.4
HOPE HULL,3,1,1.3
HOPE HULL,4,1,1.3
HOPE MILLS,1,7,10.61
HOPE MILLS,2,51,77.27
HOPE MILLS,3,4,6.06
HOPE MILLS,4,4,6.06
HOPE VALLEY,2,6,100.0
HOPEDALE,4,2,100.0
HOPEWELL,1,1,0.86
HOPEWELL,2,100,86.21
HOPEWELL,3,7,6.03
HOPEWELL,4,8,6.9
HOPEWELL JUNCTION,1,9,2.3
HOPEWELL JUNCTION,2,359,91.82
HOPEWELL JUNCTION,3,15,3.84
HOPEWELL JUNCTION,4,8,2.05
HOPKINS,2,1279,94.67
HOPKINS,3,60,4.44
HOPKINS,4,12,0.89
HOPKINSVILLE,2,24,88.89
HOPKINSVILLE,3,1,3.7
HOPKINSVILLE,4,2,7.41
HOPKINTON,1,5,5.56
HOPKINTON,2,65,72.22
HOPKINTON,3,14,15.56
HOPKINTON,4,6,6.67
HOPLAND,2,322,97.87
HOPLAND,3,2,0.61
HOPLAND,4,5,1.52
HOQUIAM,2,26,92.86
HOQUIAM,4,2,7.14
HORACE,2,24,100.0
HORATIO,2,1,33.33
HORATIO,4,2,66.67
HORN LAKE,1,2,2.63
HORN LAKE,2,65,85.53
HORN LAKE,3,4,5.26
HORN LAKE,4,5,6.58
HORNBROOK,2,227,98.7
HORNBROOK,3,2,0.87
HORNBROOK,4,1,0.43
HORNELL,2,1,100.0
HORNER,2,1,50.0
HORNER,3,1,50.0
HORNTOWN,4,1,100.0
HORSE CAVE,2,2,66.67
HORSE CAVE,4,1,33.33
HORSE SHOE,2,2,50.0
HORSE SHOE,4,2,50.0
HORSEHEADS,2,6,50.0
HORSEHEADS,3,1,8.33
HORSEHEADS,4,5,41.67
HORSESHOE BAY,2,1,100.0
HORSESHOE BEACH,2,5,100.0
HORSESHOE BEND,2,24,88.89
HORSESHOE BEND,3,2,7.41
HORSESHOE BEND,4,1,3.7
HORSHAM,2,376,96.41
HORSHAM,3,14,3.59
HORTENSE,2,1,33.33
HORTENSE,4,2,66.67
HORTON,2,11,91.67
HORTON,4,1,8.33
HORTONVILLE,4,20,100.0
HOSCHTON,2,30,44.12
HOSCHTON,3,4,5.88
HOSCHTON,4,34,50.0
HOSFORD,2,20,100.0
HOSSTON,2,2,100.0
HOT SPRINGS,2,46,85.19
HOT SPRINGS,4,8,14.81
HOT SPRINGS NATIONAL PARK,2,95,81.2
HOT SPRINGS NATIONAL PARK,3,6,5.13
HOT SPRINGS NATIONAL PARK,4,16,13.68
HOT SPRINGS VILLAGE,2,1,100.0
HOT SULPHUR SPRINGS,2,5,41.67
HOT SULPHUR SPRINGS,3,3,25.0
HOT SULPHUR SPRINGS,4,4,33.33
HOTCHKISS,2,3,37.5
HOTCHKISS,3,2,25.0
HOTCHKISS,4,3,37.5
HOTEVILLA,4,1,100.0
HOUGHTON LAKE,2,8,80.0
HOUGHTON LAKE,4,2,20.0
HOUGHTON LAKE HEIGHTS,4,1,100.0
HOULTON,2,4,80.0
HOULTON,4,1,20.0
HOUMA,2,134,84.81
HOUMA,3,6,3.8
HOUMA,4,18,11.39
HOUSE SPRINGS,2,1,33.33
HOUSE SPRINGS,3,1,33.33
HOUSE SPRINGS,4,1,33.33
HOUSTON,1,1,0.0
HOUSTON,2,32700,82.89
HOUSTON,3,5923,15.01
HOUSTON,4,824,2.09
HOUSTONIA,2,3,100.0
HOUTZDALE,2,34,85.0
HOUTZDALE,4,6,15.0
HOWARD,2,167,88.36
HOWARD,3,9,4.76
HOWARD,4,13,6.88
HOWARD BEACH,2,112,69.14
HOWARD BEACH,3,36,22.22
HOWARD BEACH,4,14,8.64
HOWARD CITY,2,1,33.33
HOWARD CITY,4,2,66.67
HOWARD LAKE,2,25,100.0
HOWARDSVILLE,2,1,33.33
HOWARDSVILLE,4,2,66.67
HOWE,2,28,59.57
HOWE,3,1,2.13
HOWE,4,18,38.3
HOWELL,2,188,80.69
HOWELL,3,15,6.44
HOWELL,4,30,12.88
HOWELLS,2,2,100.0
HOWES CAVE,2,17,80.95
HOWES CAVE,3,2,9.52
HOWES CAVE,4,2,9.52
HOWEY IN THE HILLS,1,1,0.83
HOWEY IN THE HILLS,2,108,90.0
HOWEY IN THE HILLS,3,2,1.67
HOWEY IN THE HILLS,4,9,7.5
HOWLAND,2,9,90.0
HOWLAND,3,1,10.0
HOXIE,2,13,100.0
HOYLETON,3,1,100.0
HUACHUCA CITY,2,1,16.67
HUACHUCA CITY,4,5,83.33
HUBBARD,2,264,92.63
HUBBARD,3,5,1.75
HUBBARD,4,16,5.61
HUBBARDSVILLE,2,1,100.0
HUBERT,1,1,16.67
HUBERT,2,5,83.33
HUBERTUS,4,4,100.0
HUDDLESTON,2,9,52.94
HUDDLESTON,3,1,5.88
HUDDLESTON,4,7,41.18
HUDGINS,2,1,100.0
HUDSON,1,15,1.36
HUDSON,2,946,85.61
HUDSON,3,28,2.53
HUDSON,4,116,10.5
HUDSON FALLS,1,2,3.64
HUDSON FALLS,2,38,69.09
HUDSON FALLS,3,2,3.64
HUDSON FALLS,4,13,23.64
HUDSONVILLE,2,65,89.04
HUDSONVILLE,4,8,10.96
HUFF,2,7,100.0
HUFFMAN,2,34,94.44
HUFFMAN,4,2,5.56
HUGER,2,99,100.0
HUGHES,2,4,66.67
HUGHES,4,2,33.33
HUGHESVILLE,2,164,88.17
HUGHESVILLE,3,2,1.08
HUGHESVILLE,4,20,10.75
HUGHSON,2,198,99.5
HUGHSON,4,1,0.5
HUGO,2,341,93.17
HUGO,3,14,3.83
HUGO,4,11,3.01
HUGUENOT,4,7,100.0
HULL,2,4,66.67
HULL,4,2,33.33
HUMBLE,2,339,64.33
HUMBLE,3,159,30.17
HUMBLE,4,29,5.5
HUMBOLDT,2,11,84.62
HUMBOLDT,4,2,15.38
HUME,2,2,100.0
HUMESTON,2,4,66.67
HUMESTON,4,2,33.33
HUMMELSTOWN,2,16,84.21
HUMMELSTOWN,4,3,15.79
HUMNOKE,2,3,100.0
HUMPHREY,2,3,42.86
HUMPHREY,4,4,57.14
HUMPTULIPS,2,4,66.67
HUMPTULIPS,4,2,33.33
HUNGRY HORSE,2,6,100.0
HUNKER,2,30,81.08
HUNKER,4,7,18.92
HUNLOCK CREEK,2,1,100.0
HUNT VALLEY,2,23,56.1
HUNT VALLEY,3,12,29.27
HUNT VALLEY,4,6,14.63
HUNTER,4,2,100.0
HUNTERS,3,2,66.67
HUNTERS,4,1,33.33
HUNTERSVILLE,1,14,1.92
HUNTERSVILLE,2,657,89.88
HUNTERSVILLE,3,38,5.2
HUNTERSVILLE,4,22,3.01
HUNTERTOWN,2,5,55.56
HUNTERTOWN,4,4,44.44
HUNTINGBURG,2,2,33.33
HUNTINGBURG,4,4,66.67
HUNTINGDON,2,155,100.0
HUNTINGDON VALLEY,1,2,0.24
HUNTINGDON VALLEY,2,818,99.27
HUNTINGDON VALLEY,3,1,0.12
HUNTINGDON VALLEY,4,3,0.36
HUNTINGTON,2,1598,91.68
HUNTINGTON,3,38,2.18
HUNTINGTON,4,107,6.14
HUNTINGTON BEACH,2,501,92.44
HUNTINGTON BEACH,3,31,5.72
HUNTINGTON BEACH,4,10,1.85
HUNTINGTON PARK,2,1035,99.71
HUNTINGTON PARK,3,1,0.1
HUNTINGTON PARK,4,2,0.19
HUNTINGTON STATION,2,282,72.49
HUNTINGTON STATION,3,49,12.6
HUNTINGTON STATION,4,58,14.91
HUNTINGTON WOODS,2,62,68.13
HUNTINGTON WOODS,3,26,28.57
HUNTINGTON WOODS,4,3,3.3
HUNTINGTOWN,2,12,46.15
HUNTINGTOWN,3,3,11.54
HUNTINGTOWN,4,11,42.31
HUNTLAND,2,5,100.0
HUNTLEY,2,150,88.76
HUNTLEY,3,10,5.92
HUNTLEY,4,9,5.33
HUNTLY,2,2,66.67
HUNTLY,4,1,33.33
HUNTSBURG,2,3,25.0
HUNTSBURG,3,3,25.0
HUNTSBURG,4,6,50.0
HUNTSVILLE,1,3,0.27
HUNTSVILLE,2,1018,90.57
HUNTSVILLE,3,59,5.25
HUNTSVILLE,4,44,3.91
HURDLE MILLS,2,2,50.0
HURDLE MILLS,4,2,50.0
HURDSFIELD,2,5,100.0
HURLEY,2,25,75.76
HURLEY,4,8,24.24
HURLOCK,2,26,57.78
HURLOCK,3,2,4.44
HURLOCK,4,17,37.78
HURON,1,1,0.27
HURON,2,358,94.96
HURON,3,6,1.59
HURON,4,12,3.18
HURRICANE,2,486,87.1
HURRICANE,3,7,1.25
HURRICANE,4,65,11.65
HURRICANE MILLS,2,34,79.07
HURRICANE MILLS,4,9,20.93
HURST,2,314,71.69
HURST,3,109,24.89
HURST,4,15,3.42
HURT,2,10,83.33
HURT,4,2,16.67
HURTSBORO,4,1,100.0
HUSON,2,70,97.22
HUSON,3,1,1.39
HUSON,4,1,1.39
HUSTONTOWN,2,24,92.31
HUSTONTOWN,4,2,7.69
HUTCHINS,2,68,61.26
HUTCHINS,3,22,19.82
HUTCHINS,4,21,18.92
HUTCHINSON,2,156,96.3
HUTCHINSON,3,2,1.23
HUTCHINSON,4,4,2.47
HUTTO,2,21,87.5
HUTTO,3,3,12.5
HUTTONSVILLE,2,3,50.0
HUTTONSVILLE,4,3,50.0
HUXLEY,2,3,100.0
HYAMPOM,2,2,100.0
HYATTSVILLE,1,16,0.59
HYATTSVILLE,2,2340,85.59
HYATTSVILLE,3,203,7.43
HYATTSVILLE,4,175,6.4
HYDE PARK,2,21,77.78
HYDE PARK,4,6,22.22
HYDES,3,1,16.67
HYDES,4,5,83.33
HYDESVILLE,2,34,100.0
HYDRO,2,1,33.33
HYDRO,4,2,66.67
HYNDMAN,2,21,72.41
HYNDMAN,4,8,27.59
HYRUM,2,2,100.0
HYSHAM,2,4,100.0
IBERIA,2,3,60.0
IBERIA,4,2,40.0
IDA,2,27,96.43
IDA,4,1,3.57
IDAHO CITY,2,1,100.0
IDAHO FALLS,2,138,87.9
IDAHO FALLS,3,9,5.73
IDAHO FALLS,4,10,6.37
IDAHO SPRINGS,2,30,55.56
IDAHO SPRINGS,3,8,14.81
IDAHO SPRINGS,4,16,29.63
IDALIA,3,1,33.33
IDALIA,4,2,66.67
IDANHA,2,173,88.72
IDANHA,3,5,2.56
IDANHA,4,17,8.72
IDLEDALE,2,3,27.27
IDLEDALE,3,2,18.18
IDLEDALE,4,6,54.55
IDLEWILD,4,2,100.0
IDLEYLD PARK,2,397,94.08
IDLEYLD PARK,3,8,1.9
IDLEYLD PARK,4,17,4.03
IDYLLWILD,2,3,60.0
IDYLLWILD,3,1,20.0
IDYLLWILD,4,1,20.0
IGO,2,26,100.0
IJAMSVILLE,2,263,85.11
IJAMSVILLE,3,14,4.53
IJAMSVILLE,4,32,10.36
ILIFF,2,13,50.0
ILIFF,3,1,3.85
ILIFF,4,12,46.15
ILION,2,6,60.0
ILION,4,4,40.0
ILLIOPOLIS,4,1,100.0
ILWACO,2,3,75.0
ILWACO,4,1,25.0
IMBLER,2,48,100.0
IMBODEN,2,7,70.0
IMBODEN,4,3,30.0
IMLAY,2,23,79.31
IMLAY,3,3,10.34
IMLAY,4,3,10.34
IMLAY CITY,2,3,30.0
IMLAY CITY,4,7,70.0
IMLER,2,19,100.0
IMMOKALEE,2,81,65.85
IMMOKALEE,3,8,6.5
IMMOKALEE,4,34,27.64
IMPERIAL,1,1,2.17
IMPERIAL,2,24,52.17
IMPERIAL,3,14,30.43
IMPERIAL,4,7,15.22
IMPERIAL BEACH,2,11,91.67
IMPERIAL BEACH,4,1,8.33
INA,2,2,33.33
INA,3,1,16.67
INA,4,3,50.0
INCHELIUM,4,1,100.0
INCLINE VILLAGE,2,29,64.44
INCLINE VILLAGE,3,5,11.11
INCLINE VILLAGE,4,11,24.44
INDEPENDENCE,1,3,0.23
INDEPENDENCE,2,1116,84.16
INDEPENDENCE,3,126,9.5
INDEPENDENCE,4,81,6.11
INDIAHOMA,4,1,100.0
INDIALANTIC,1,1,2.94
INDIALANTIC,2,32,94.12
INDIALANTIC,3,1,2.94
INDIALANTIC-MELBOURNE BEACH,2,1,100.0
INDIAN CREEK,2,1,50.0
INDIAN CREEK,4,1,50.0
INDIAN HARBOUR BEACH,2,12,92.31
INDIAN HARBOUR BEACH,3,1,7.69
INDIAN HEAD,2,16,51.61
INDIAN HEAD,4,15,48.39
INDIAN HEAD PARK,1,1,25.0
INDIAN HEAD PARK,2,2,50.0
INDIAN HEAD PARK,3,1,25.0
INDIAN HILLS,2,1,50.0
INDIAN HILLS,4,1,50.0
INDIAN LAKE,2,5,62.5
INDIAN LAKE,4,3,37.5
INDIAN MOUND,2,1,50.0
INDIAN MOUND,4,1,50.0
INDIAN RIVER,2,2,50.0
INDIAN RIVER,4,2,50.0
INDIAN ROCKS BEACH,1,2,4.44
INDIAN ROCKS BEACH,2,41,91.11
INDIAN ROCKS BEACH,4,2,4.44
INDIAN SHORES,2,2,100.0
INDIAN TRAIL,2,43,75.44
INDIAN TRAIL,3,7,12.28
INDIAN TRAIL,4,7,12.28
INDIAN VALLEY,2,1,100.0
INDIANA,2,8,33.33
INDIANA,4,16,66.67
INDIANAPOLIS,1,27,0.32
INDIANAPOLIS,2,6524,78.34
INDIANAPOLIS,3,1453,17.45
INDIANAPOLIS,4,324,3.89
INDIANOLA,2,11,57.89
INDIANOLA,4,8,42.11
INDIANTOWN,2,7,58.33
INDIANTOWN,4,5,41.67
INDIO,2,14,93.33
INDIO,4,1,6.67
INDUSTRY,2,2,33.33
INDUSTRY,4,4,66.67
INEZ,2,2,100.0
INGALLS,2,2,66.67
INGALLS,4,1,33.33
INGLESIDE,2,215,69.13
INGLESIDE,3,90,28.94
INGLESIDE,4,6,1.93
INGLEWOOD,2,3257,96.88
INGLEWOOD,3,79,2.35
INGLEWOOD,4,26,0.77
INGLIS,2,33,97.06
INGLIS,4,1,2.94
INGOMAR,2,2,100.0
INKOM,2,11,84.62
INKOM,4,2,15.38
INLET BEACH,2,43,100.0
INMAN,2,513,97.34
INMAN,3,2,0.38
INMAN,4,12,2.28
INOLA,2,1,50.0
INOLA,4,1,50.0
INTERCESSION CITY,2,8,100.0
INTERLACHEN,2,64,100.0
INTERLAKEN,2,1,14.29
INTERLAKEN,4,6,85.71
INTERLOCHEN,2,7,33.33
INTERLOCHEN,3,2,9.52
INTERLOCHEN,4,12,57.14
INTERNATIONAL FALLS,2,53,100.0
INTERVALE,2,1,50.0
INTERVALE,3,1,50.0
INVER GROVE HEIGHTS,1,1,0.13
INVER GROVE HEIGHTS,2,730,95.93
INVER GROVE HEIGHTS,3,26,3.42
INVER GROVE HEIGHTS,4,4,0.53
INVERNESS,2,137,97.16
INVERNESS,4,4,2.84
INWOOD,2,207,85.19
INWOOD,3,12,4.94
INWOOD,4,24,9.88
INYOKERN,2,160,95.24
INYOKERN,3,6,3.57
INYOKERN,4,2,1.19
IOLA,2,3,27.27
IOLA,4,8,72.73
IONE,2,282,96.91
IONE,3,3,1.03
IONE,4,6,2.06
IONIA,2,7,30.43
IONIA,3,1,4.35
IONIA,4,15,65.22
IOWA,2,18,78.26
IOWA,3,3,13.04
IOWA,4,2,8.7
IOWA CITY,2,354,88.28
IOWA CITY,3,13,3.24
IOWA CITY,4,34,8.48
IOWA FALLS,2,20,64.52
IOWA FALLS,3,2,6.45
IOWA FALLS,4,9,29.03
IOWA HILL,2,1,100.0
IOWA PARK,2,10,83.33
IOWA PARK,4,2,16.67
IPAVA,4,1,100.0
IRASBURG,2,1,100.0
IRMA,2,2,50.0
IRMA,4,2,50.0
IRMO,2,797,95.56
IRMO,3,12,1.44
IRMO,4,25,3.0
IRON,2,34,100.0
IRON CITY,2,8,61.54
IRON CITY,4,5,38.46
IRON MOUNTAIN,4,2,100.0
IRON RIDGE,4,1,100.0
IRON RIVER,4,4,100.0
IRON STATION,2,12,50.0
IRON STATION,3,1,4.17
IRON STATION,4,11,45.83
IRONDALE,2,2,100.0
IRONDEQUOIT,2,6,100.0
IRONS,2,1,100.0
IRONSIDE,2,40,100.0
IRONTON,2,26,78.79
IRONTON,3,1,3.03
IRONTON,4,6,18.18
IRONWOOD,2,3,75.0
IRONWOOD,4,1,25.0
IROQUOIS,4,1,100.0
IRRIGON,2,281,99.65
IRRIGON,4,1,0.35
IRVINE,2,4775,95.67
IRVINE,3,184,3.69
IRVINE,4,32,0.64
IRVING,1,1,0.05
IRVING,2,1502,73.81
IRVING,3,438,21.52
IRVING,4,94,4.62
IRVINGTON,1,1,0.11
IRVINGTON,2,853,91.13
IRVINGTON,3,68,7.26
IRVINGTON,4,14,1.5
IRVONA,2,16,100.0
IRWIN,2,170,79.44
IRWIN,3,9,4.21
IRWIN,4,35,16.36
IRWINDALE,2,9,100.0
IRWINTON,2,4,100.0
ISABELLA,2,27,100.0
ISANTI,2,47,94.0
ISANTI,3,3,6.0
ISELIN,2,395,88.37
ISELIN,3,34,7.61
ISELIN,4,18,4.03
ISHPEMING,2,1,16.67
ISHPEMING,4,5,83.33
ISLAMORADA,2,57,58.76
ISLAMORADA,3,3,3.09
ISLAMORADA,4,37,38.14
ISLAND FALLS,2,11,100.0
ISLAND LAKE,2,29,61.7
ISLAND LAKE,3,18,38.3
ISLAND PARK,2,30,88.24
ISLAND PARK,4,4,11.76
ISLAND POND,2,2,100.0
ISLANDIA,1,1,0.56
ISLANDIA,2,137,77.4
ISLANDIA,3,22,12.43
ISLANDIA,4,17,9.6
ISLANDTON,2,14,100.0
ISLE,2,24,100.0
ISLE OF PALMS,2,2,100.0
ISLETA,2,3,100.0
ISLETON,1,10,1.3
ISLETON,2,727,94.54
ISLETON,3,19,2.47
ISLETON,4,13,1.69
ISLIP,1,1,3.13
ISLIP,2,21,65.63
ISLIP,3,1,3.13
ISLIP,4,9,28.13
ISLIP TERRACE,2,31,72.09
ISLIP TERRACE,3,1,2.33
ISLIP TERRACE,4,11,25.58
ISMAY,2,26,92.86
ISMAY,4,2,7.14
ISSAQUAH,1,8,2.56
ISSAQUAH,2,214,68.37
ISSAQUAH,3,47,15.02
ISSAQUAH,4,44,14.06
ITALY,2,6,75.0
ITALY,4,2,25.0
ITASCA,1,2,2.06
ITASCA,2,39,40.21
ITASCA,3,52,53.61
ITASCA,4,4,4.12
ITHACA,2,32,38.1
ITHACA,4,52,61.9
IVA,2,121,97.58
IVA,4,3,2.42
IVANHOE,1,3,4.17
IVANHOE,2,68,94.44
IVANHOE,4,1,1.39
IVOR,2,7,36.84
IVOR,3,1,5.26
IVOR,4,11,57.89
IVORYTON,4,1,100.0
IXONIA,3,2,100.0
JACK,2,1,100.0
JACKMAN,2,1,100.0
JACKPOT,2,6,85.71
JACKPOT,3,1,14.29
JACKSON,1,1,0.04
JACKSON,2,2316,83.1
JACKSON,3,142,5.1
JACKSON,4,328,11.77
JACKSON HEIGHTS,2,49,80.33
JACKSON HEIGHTS,3,2,3.28
JACKSON HEIGHTS,4,10,16.39
JACKSON SPRINGS,2,3,100.0
JACKSONBORO,2,3,100.0
JACKSONS GAP,2,1,100.0
JACKSONVILLE,1,255,1.7
JACKSONVILLE,2,13334,89.09
JACKSONVILLE,3,671,4.48
JACKSONVILLE,4,707,4.72
JACKSONVILLE BEACH,2,43,76.79
JACKSONVILLE BEACH,3,2,3.57
JACKSONVILLE BEACH,4,11,19.64
JACKSONVILLE WEST,2,1,50.0
JACKSONVILLE WEST,4,1,50.0
JACOBSBURG,4,2,100.0
JACOBSON,2,44,95.65
JACOBSON,3,2,4.35
JACOBUS,2,2,100.0
JACUMBA,2,4,80.0
JACUMBA,4,1,20.0
JAFFREY,2,1,25.0
JAFFREY,4,3,75.0
JAKIN,2,2,66.67
JAKIN,4,1,33.33
JAL,2,13,54.17
JAL,4,11,45.83
JAMAICA,1,1,0.08
JAMAICA,2,1100,84.62
JAMAICA,3,129,9.92
JAMAICA,4,70,5.38
JAMAICA PLAIN,2,5,31.25
JAMAICA PLAIN,3,11,68.75
JAMES CITY,2,14,87.5
JAMES CITY,4,2,12.5
JAMES CREEK,2,26,86.67
JAMES CREEK,4,4,13.33
JAMESTOWN,2,588,92.02
JAMESTOWN,3,22,3.44
JAMESTOWN,4,29,4.54
JAMESVILLE,1,2,3.7
JAMESVILLE,2,43,79.63
JAMESVILLE,3,1,1.85
JAMESVILLE,4,8,14.81
JAMIESON,2,9,100.0
JAMISON,2,2,66.67
JAMISON,4,1,33.33
JAMUL,2,8,57.14
JAMUL,3,1,7.14
JAMUL,4,5,35.71
JANE LEW,2,20,71.43
JANE LEW,3,4,14.29
JANE LEW,4,4,14.29
JANESVILLE,2,217,75.61
JANESVILLE,3,12,4.18
JANESVILLE,4,58,20.21
JARRATT,2,151,92.07
JARRATT,3,2,1.22
JARRATT,4,11,6.71
JARRELL,2,8,50.0
JARRELL,3,1,6.25
JARRELL,4,7,43.75
JARRETTSVILLE,2,28,54.9
JARRETTSVILLE,4,23,45.1
JASPER,1,4,0.96
JASPER,2,343,82.65
JASPER,3,9,2.17
JASPER,4,59,14.22
JAVA,2,2,33.33
JAVA,4,4,66.67
JAY,2,79,100.0
JBSA FT SAM HOUSTON,3,1,100.0
JEAN,2,3,42.86
JEAN,3,1,14.29
JEAN,4,3,42.86
JEANERETTE,4,1,100.0
JEANNETTE,2,71,68.93
JEANNETTE,4,32,31.07
JEFFERS,2,26,100.0
JEFFERSON,1,2,0.19
JEFFERSON,2,933,88.35
JEFFERSON,3,47,4.45
JEFFERSON,4,74,7.01
JEFFERSON CITY,2,49,84.48
JEFFERSON CITY,3,1,1.72
JEFFERSON CITY,4,8,13.79
JEFFERSON TOWNSHIP,2,1,100.0
JEFFERSON VALLEY,2,2,100.0
JEFFERSONTON,2,13,76.47
JEFFERSONTON,4,4,23.53
JEFFERSONVILLE,2,97,69.78
JEFFERSONVILLE,3,6,4.32
JEFFERSONVILLE,4,36,25.9
JEFFREY CITY,2,1,33.33
JEFFREY CITY,4,2,66.67
JELLICO,2,21,87.5
JELLICO,4,3,12.5
JEMEZ PUEBLO,4,2,100.0
JEMEZ SPRINGS,2,1,20.0
JEMEZ SPRINGS,4,4,80.0
JEMISON,2,173,96.11
JEMISON,4,7,3.89
JENA,4,1,100.0
JENISON,2,29,96.67
JENISON,4,1,3.33
JENKINS,2,5,100.0
JENKINSBURG,2,6,54.55
JENKINSBURG,3,1,9.09
JENKINSBURG,4,4,36.36
JENKINSVILLE,2,17,100.0
JENKINTOWN,2,472,98.95
JENKINTOWN,3,4,0.84
JENKINTOWN,4,1,0.21
JENKS,2,1,25.0
JENKS,4,3,75.0
JENNER,2,140,95.89
JENNER,4,6,4.11
JENNERS,2,2,66.67
JENNERS,4,1,33.33
JENNERSTOWN,2,2,100.0
JENNINGS,2,104,88.14
JENNINGS,3,5,4.24
JENNINGS,4,9,7.63
JENSEN,2,25,86.21
JENSEN,4,4,13.79
JENSEN BEACH,2,6,85.71
JENSEN BEACH,3,1,14.29
JERICHO,1,1,0.31
JERICHO,2,259,81.19
JERICHO,3,37,11.6
JERICHO,4,22,6.9
JERMYN,2,23,79.31
JERMYN,4,6,20.69
JEROME,2,148,87.57
JEROME,3,5,2.96
JEROME,4,16,9.47
JEROMESVILLE,3,1,25.0
JEROMESVILLE,4,3,75.0
JERSEY CITY,2,1393,87.45
JERSEY CITY,3,78,4.9
JERSEY CITY,4,122,7.66
JERSEY SHORE,2,179,93.23
JERSEY SHORE,4,13,6.77
JERSEY VILLAGE,3,1,100.0
JERSEYVILLE,4,2,100.0
JERUSALEM,4,1,100.0
JESSUP,2,343,76.39
JESSUP,3,54,12.03
JESSUP,4,52,11.58
JESUP,2,10,45.45
JESUP,3,2,9.09
JESUP,4,10,45.45
JETERSVILLE,2,13,48.15
JETERSVILLE,3,3,11.11
JETERSVILLE,4,11,40.74
JETMORE,2,4,44.44
JETMORE,4,5,55.56
JEWELL RIDGE,2,1,50.0
JEWELL RIDGE,4,1,50.0
JEWETT,4,5,100.0
JEWETT CITY,2,54,49.54
JEWETT CITY,3,1,0.92
JEWETT CITY,4,54,49.54
JIM THORPE,2,25,71.43
JIM THORPE,3,8,22.86
JIM THORPE,4,2,5.71
JOANNA,2,22,100.0
JOBSTOWN,2,1,10.0
JOBSTOWN,3,1,10.0
JOBSTOWN,4,8,80.0
JOELTON,1,11,4.72
JOELTON,2,205,87.98
JOELTON,3,8,3.43
JOELTON,4,9,3.86
JOES,4,2,100.0
JOHANNESBURG,2,37,94.87
JOHANNESBURG,4,2,5.13
JOHN DAY,2,351,98.04
JOHN DAY,3,1,0.28
